chrom	blockRange	AABA	ABAA	ABBA	BAAA	BABA	BBAA	BBBA	Other	Ncount
1	1-500418	1592	435	102	392	96	149	863	1268	1225	272	253	675	25
1	500418-1000747	432	681	41	702	29	88	1252	2016	1989	571	480	701	237
1	1000747-1500026	352	572	117	700	12	45	1070	1660	1628	373	433	662	160
1	1500026-2000645	389	736	123	758	131	16	962	1394	1368	341	258	624	145
1	2000645-2500026	430	646	176	758	50	24	1016	1194	1158	265	271	544	78
1	2500026-3000171	572	650	119	794	45	170	1167	1396	1369	340	345	550	134
1	3000171-3500212	516	605	102	691	45	91	1111	1419	1383	399	331	518	135
1	3500212-4000045	428	577	92	572	58	46	987	1093	1071	266	252	495	58
1	4000045-4500013	480	552	129	780	20	113	929	1392	1345	277	343	612	113
1	4500013-5000059	434	617	31	623	68	37	1145	1280	1256	364	333	484	75
1	5000059-5500071	715	648	111	767	49	152	866	1453	1416	409	342	552	113
1	5500071-6000065	638	756	104	761	99	186	781	1384	1339	393	315	578	53
1	6000065-6500165	552	768	115	788	100	96	1034	1492	1452	434	318	650	50
1	6500165-7000373	718	759	68	798	69	222	937	1777	1723	507	474	686	56
1	7000373-7500007	693	751	129	739	118	112	1025	1812	1761	487	471	734	69
1	7500007-8000174	665	723	161	852	111	149	1131	1578	1513	342	422	653	96
1	8000174-8500000	632	682	54	725	77	111	939	1578	1536	428	403	650	55
1	8500000-9000296	567	822	149	828	140	162	907	1572	1512	492	347	634	39
1	9000296-9500063	589	781	105	754	118	150	1025	1930	1874	573	403	841	57
1	9500063-10000093	608	848	82	784	184	125	1043	1855	1811	528	513	708	62
1	10000093-10500164	714	772	128	802	137	183	1090	1865	1805	501	430	779	95
1	10500164-11000006	660	871	131	878	135	124	1008	2128	2066	607	542	813	104
1	11000006-11500014	688	785	181	827	110	187	1076	1873	1812	529	420	761	102
1	11500014-12000027	597	701	165	827	124	117	1157	1666	1617	452	380	733	52
1	12000027-12500193	678	908	178	834	165	139	1053	1769	1702	469	467	712	54
1	12500193-13000143	682	798	142	861	94	112	1017	1729	1665	467	383	764	51
1	13000143-13500014	664	820	130	787	154	146	967	1479	1424	419	324	603	78
1	13500014-14000035	528	779	146	908	65	115	889	1458	1411	404	341	582	84
1	14000035-14500103	554	675	113	827	77	97	793	1490	1428	349	364	617	98
1	14500103-15000027	521	728	91	798	136	101	592	1416	1345	380	380	477	108
1	15000027-15500216	602	797	143	947	103	160	794	1390	1308	371	313	537	87
1	15500216-16000283	566	850	110	839	141	110	860	1382	1307	371	310	573	53
1	16000283-16500022	651	928	165	876	134	146	1386	2024	1950	564	518	756	112
1	16500022-17000104	598	837	187	878	116	143	862	1563	1483	393	392	612	86
1	17000104-17500014	648	856	149	981	107	135	928	2172	2079	578	614	697	190
1	17500014-18000305	649	794	170	992	83	139	883	1690	1638	392	456	632	158
1	18000305-18500058	740	911	111	862	170	144	813	1934	1865	594	499	646	126
1	18500058-19000031	503	760	104	868	103	84	1022	1476	1437	454	331	566	86
1	19000031-19500380	484	699	106	718	62	76	887	1448	1396	409	338	595	54
1	19500380-20000048	617	749	136	761	116	105	878	1175	1124	334	251	475	64
1	20000048-20500072	543	645	138	794	95	103	807	1266	1201	294	288	527	92
1	20500072-21000001	631	740	170	958	121	135	1093	1498	1428	347	340	656	85
1	21000001-21500046	611	765	208	956	78	112	957	1682	1608	457	426	605	120
1	21500046-22000097	607	757	191	862	97	140	984	1535	1444	442	311	655	36
1	22000097-22500195	614	661	122	882	123	142	827	1711	1626	562	361	643	60
1	22500195-23001013	681	785	133	777	139	163	980	1520	1454	400	313	622	119
1	23001013-23500018	698	837	170	918	183	151	1126	1585	1489	418	329	630	112
1	23500018-24000106	571	695	128	824	86	129	1157	2099	2030	575	501	752	202
1	24000106-24500170	590	756	183	922	90	137	1267	1832	1763	447	453	788	75
1	24500170-25000576	690	859	279	993	145	141	1213	3256	3119	928	859	1011	321
1	25000576-25500037	606	753	202	907	93	158	900	1792	1698	414	457	755	72
1	25500037-26000006	572	780	170	913	115	92	870	1722	1633	441	452	659	81
1	26000006-26500034	640	805	141	899	95	151	774	1620	1545	504	420	545	76
1	26500034-27000067	580	772	105	844	110	106	900	1574	1507	443	394	583	87
1	27000067-27500010	641	813	133	889	99	118	960	1597	1521	434	378	611	98
1	27500010-28000077	584	768	121	831	111	134	1044	1729	1665	500	429	635	101
1	28000077-28500003	506	675	89	740	56	27	1226	1710	1669	487	390	719	73
1	28500003-29000012	517	725	84	681	55	93	905	1394	1355	385	323	567	80
1	29000012-29500099	544	702	79	693	146	97	775	1490	1451	414	396	577	64
1	29500099-30000008	650	833	124	774	148	145	926	1621	1549	427	401	667	54
1	30000008-30500251	638	720	126	773	142	107	748	1266	1204	323	306	501	74
1	30500251-31000378	666	829	138	842	89	147	687	1647	1571	423	391	626	131
1	31000378-31500055	521	830	104	778	98	90	962	1711	1651	554	416	621	60
1	31500055-32000167	608	702	84	793	118	111	792	1212	1163	337	258	500	68
1	32000167-32500098	644	746	122	820	107	115	1090	1735	1679	502	358	737	82
1	32500098-33000074	625	859	135	804	100	128	993	1975	1923	548	434	848	93
1	33000074-33500009	532	756	125	888	85	129	966	1858	1794	605	400	683	106
1	33500009-34000074	586	774	115	878	115	138	1233	1923	1853	487	495	774	97
1	34000074-34500282	524	657	116	737	76	162	845	1256	1212	346	270	540	56
1	34500282-35000084	768	634	80	657	40	220	708	1419	1380	456	344	517	63
1	35000084-35500237	679	723	69	686	58	117	539	1402	1363	401	339	565	58
1	35500237-36000083	592	770	116	700	91	170	765	1827	1764	462	512	718	72
1	36000083-36500008	721	818	82	795	96	189	806	1385	1336	370	327	569	70
1	36500008-37000116	734	826	129	787	112	185	980	1560	1494	441	360	617	76
1	37000116-37500010	597	711	70	737	61	112	846	1509	1468	336	398	646	88
1	37500010-38000038	625	769	92	769	102	240	913	1737	1688	440	490	671	87
1	38000038-38500023	886	658	66	721	53	219	720	1464	1424	386	390	601	47
1	38500023-39000186	669	785	157	842	114	241	971	1687	1637	481	383	690	83
1	39000186-39500112	607	844	101	713	79	167	605	1400	1363	301	360	618	84
1	39500112-40000012	575	755	80	703	111	108	1108	1432	1394	382	371	567	74
1	40000012-40500044	549	706	84	675	45	135	895	1566	1542	457	444	544	97
1	40500044-41000030	896	829	104	853	73	256	992	1523	1493	449	352	587	105
1	41000030-41500024	648	800	81	824	86	227	765	1356	1319	393	329	533	64
1	41500024-42000004	580	731	119	831	95	136	839	1812	1761	482	501	665	113
1	42000004-42500012	476	708	104	667	115	69	865	1300	1271	333	316	577	45
1	42500012-43000009	559	692	94	740	94	115	753	1577	1551	453	346	682	70
1	43000009-43500302	526	760	86	753	83	82	695	1466	1420	404	343	633	40
1	43500302-44000018	641	735	173	832	83	162	747	1754	1684	580	390	653	61
1	44000018-44500153	602	777	116	798	92	151	791	1532	1465	409	410	589	57
1	44500153-45000033	583	728	138	809	137	87	822	1548	1490	454	361	607	68
1	45000033-45500043	566	708	145	759	95	118	844	1240	1199	339	238	564	58
1	45500043-46000084	580	749	113	756	79	148	911	1455	1402	389	321	634	58
1	46000084-46500029	522	662	68	685	41	110	997	1383	1349	362	374	546	67
1	46500029-47000204	428	588	84	724	29	68	942	1365	1343	395	312	541	95
1	47000204-47500080	552	710	316	891	62	126	939	1447	1404	331	418	566	89
1	47500080-48000018	507	797	62	705	346	91	598	1590	1559	391	445	645	78
1	48000018-48500171	620	726	116	785	90	132	1035	1780	1737	449	490	661	137
1	48500171-49000512	538	679	94	806	70	101	1009	1399	1364	406	329	532	97
1	49000512-49500014	642	779	119	806	168	150	1122	1723	1673	436	440	684	113
1	49500014-50000090	549	774	115	786	129	118	1155	1776	1723	472	427	700	124
1	50000090-50500015	572	785	125	722	209	104	1158	1484	1443	400	367	595	81
1	50500015-51000243	503	845	65	695	126	63	1024	1630	1619	488	394	695	42
1	51000243-51500278	464	785	58	724	157	62	919	1425	1394	366	362	601	65
1	51500278-52000310	531	621	65	574	64	106	778	1292	1261	415	268	506	72
1	52000310-52500145	601	791	120	758	126	107	1096	1401	1345	307	289	648	101
1	52500145-53000012	607	772	141	806	141	99	1097	1747	1693	512	394	727	60
1	53000012-53500009	684	828	90	846	121	190	1002	1583	1529	461	372	622	74
1	53500009-54000062	619	799	138	857	96	139	1074	1538	1478	422	339	605	112
1	54000062-54500066	734	881	140	989	136	177	1222	2287	2216	573	547	911	185
1	54500066-55000054	626	916	144	896	181	157	1347	2133	2088	533	595	794	166
1	55000054-55500025	750	913	156	1008	129	232	1276	2311	2207	590	508	840	269
1	55500025-56000102	667	980	138	1023	159	171	1092	2594	2516	654	563	985	314
1	56000102-56500022	663	970	214	1031	174	151	977	2084	2003	473	471	842	217
1	56500022-57000123	587	750	114	776	113	192	810	1751	1699	514	422	677	86
1	57000123-57500068	581	733	90	674	88	121	1190	1600	1562	488	363	652	59
1	57500068-58000069	582	733	67	735	98	148	757	1702	1653	487	452	656	58
1	58000069-58500078	516	714	79	669	119	125	755	1153	1095	350	276	428	41
1	58500078-59000027	506	645	39	771	85	93	727	1369	1315	400	311	535	69
1	59000027-59500087	451	748	111	723	97	75	846	1321	1269	351	268	593	57
1	59500087-60000065	645	705	90	740	150	110	776	1554	1501	371	409	661	60
1	60000065-60500038	484	725	108	681	92	41	728	1789	1741	531	393	744	73
1	60500038-61000077	576	637	110	796	117	72	565	1680	1614	465	436	669	44
1	61000077-61500646	550	738	60	699	118	105	683	1253	1203	371	305	506	21
1	61500646-62000187	590	711	69	663	103	129	643	1464	1420	454	408	487	71
1	62000187-62500142	560	688	99	669	85	68	881	1237	1198	304	300	562	32
1	62500142-63000032	632	778	107	761	93	134	883	1533	1471	422	325	663	61
1	63000032-63500300	558	658	127	782	48	95	1148	1739	1689	494	388	745	62
1	63500300-64000034	563	697	78	762	115	170	1292	1544	1486	410	346	652	78
1	64000034-64500083	640	789	129	736	125	110	1104	1737	1690	485	438	621	146
1	64500083-65000082	545	720	119	739	112	94	895	1469	1414	411	363	569	71
1	65000082-65500007	484	674	105	739	91	75	955	1430	1397	361	354	610	72
1	65500007-66000127	549	682	101	754	86	78	1141	1447	1396	400	334	620	42
1	66000127-66500448	538	746	184	863	149	103	950	1717	1650	488	430	661	71
1	66500448-67000000	575	704	91	834	67	201	790	1650	1590	433	424	647	86
1	67000000-67500064	539	717	100	716	121	133	894	1824	1766	533	493	673	67
1	67500064-68000323	547	635	72	716	105	109	853	1456	1406	392	365	583	66
1	68000323-68500135	431	727	104	761	97	79	1386	1983	1939	529	508	770	132
1	68500135-69000000	597	781	174	895	103	103	1173	2250	2190	615	581	824	170
1	69000000-69500409	486	630	68	685	70	119	1205	1972	1937	521	456	796	164
1	69500409-70000035	784	873	112	869	107	222	1107	1829	1764	522	397	726	119
1	70000035-70500150	617	827	86	797	70	134	1001	1822	1792	499	548	673	72
1	70500150-71000627	612	792	72	744	77	176	816	1651	1607	473	428	586	120
1	71000627-71500223	555	684	99	730	66	134	805	1281	1243	349	349	467	78
1	71500223-72000064	414	540	21	570	34	56	988	1273	1258	377	286	553	42
1	72000064-72500027	597	821	135	871	126	132	1085	1619	1546	423	393	608	122
1	72500027-73000196	626	780	112	770	103	116	942	1718	1648	416	471	705	56
1	73000196-73500012	624	807	101	754	108	120	816	1370	1315	413	309	539	54
1	73500012-74000024	470	827	55	753	83	59	879	1693	1649	535	432	592	90
1	74000024-74500081	508	741	98	701	56	131	793	1311	1265	317	347	538	63
1	74500081-75000163	563	719	103	740	112	113	919	1176	1128	242	344	488	54
1	75000163-75500114	686	799	118	749	129	128	921	1725	1666	443	496	638	89
1	75500114-76000131	610	782	65	776	102	109	790	1791	1731	495	533	599	104
1	76000131-76500029	702	751	89	786	127	148	876	1591	1523	393	408	633	89
1	76500029-77000004	622	700	77	741	65	110	807	1202	1161	386	256	455	64
1	77000004-77500412	629	720	152	766	127	133	914	1668	1606	483	350	685	88
1	77500412-78000042	471	661	105	665	86	84	1076	1272	1229	321	327	532	49
