#chrom	coord	total	dtotal	T12	T34	T1234	DFO_left	DFO_right	DFO_total	DFO_stat	DFO_chisq	DFO_Pvalue	DIL_left	DIL_right	DIL_total	DIL_stat	DIL_chisq	DIL_Pvalue	DFI_left	DFI_right	DFI_total	DFI_stat	DFI_chisq	DFI_Pvalue	DOL_left	DOL_right	DOL_total	DOL_stat	DOL_chisq	DOL_Pvalue	introgression	introgna	intrognone	introg13	introg14	introg23	introg24	introg31	introg41	introg32	introg42	introg123	introg124
7	500025	493172	22.0	3.04153520476e-06	1.92630562968e-05	1.11522957508e-05	13.0	6.0	19.0	0.368421052632	2.57894736842	0.108293655899	13.0	6.0	19.0	0.368421052632	2.57894736842	0.108293655899	2.0	1.0	3.0	0.333333333333	0	1.0	2.0	1.0	3.0	0.333333333333	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	1000148	493375	11.0	1.01342791994e-06	1.01342791994e-05	5.57385355967e-06	7.0	3.0	10.0	0.4	1.6	0.205903210732	7.0	3.0	10.0	0.4	1.6	0.205903210732	1.0	0.0	1.0	1.0	0	1.0	1.0	0.0	1.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	1500432	493643	11.0	1.01287772743e-06	9.11589954684e-06	6.07726636456e-06	8.0	2.0	10.0	0.6	3.6	0.0577795711236	8.0	2.0	10.0	0.6	3.6	0.0577795711236	0.0	1.0	1.0	-1.0	0	1.0	0.0	1.0	1.0	-1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	2000242	495335	8.0	4.03767147486e-06	3.02825360615e-06	3.5329625405e-06	1.0	3.0	4.0	-0.5	0	1.0	1.0	3.0	4.0	-0.5	0	1.0	3.0	1.0	4.0	0.5	0	1.0	3.0	1.0	4.0	0.5	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	2500069	495020	33.0	8.0804815967e-06	2.32313845905e-05	1.56559330936e-05	19.0	6.0	25.0	0.52	6.76	0.00932237604744	17.0	8.0	25.0	0.36	3.24	0.0718606382259	10.0	0.0	10.0	1.0	10.0	0.001565402258	8.0	2.0	10.0	0.6	3.6	0.0577795711236	none	0	1	0	0	0	0	0	0	0	0	0	0
7	3000019	493205	28.0	6.08266339555e-06	2.02755446518e-05	1.31791040237e-05	19.0	3.0	22.0	0.727272727273	11.6363636364	0.000646749122576	21.0	1.0	22.0	0.909090909091	18.1818181818	2.00786561243e-05	3.0	5.0	8.0	-0.25	0	1.0	5.0	3.0	8.0	0.25	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	3500126	493899	69.0	3.23952872956e-05	3.03705818396e-05	3.23952872956e-05	27.0	8.0	35.0	0.542857142857	10.3142857143	0.00132004376756	29.0	6.0	35.0	0.657142857143	15.1142857143	0.000101194605246	20.0	18.0	38.0	0.0526315789474	0.105263157895	0.745602788927	22.0	16.0	38.0	0.157894736842	0.947368421053	0.330390048849	123	0	0	0	0	0	0	0	0	0	0	1	0
7	4000303	494190	11.0	4.04702644732e-06	5.05878305915e-06	4.55290475323e-06	2.0	5.0	7.0	-0.428571428571	0	1.0	4.0	3.0	7.0	0.142857142857	0	1.0	3.0	3.0	6.0	0.0	0	1.0	5.0	1.0	6.0	0.666666666667	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	4500096	493424	13.0	1.01332728039e-06	1.21599273647e-05	6.58662732255e-06	11.0	1.0	12.0	0.833333333333	8.33333333333	0.00389241712278	11.0	1.0	12.0	0.833333333333	8.33333333333	0.00389241712278	1.0	0.0	1.0	1.0	0	1.0	1.0	0.0	1.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	5000052	493709	6.0	0.0	5.0637116196e-06	2.5318558098e-06	2.0	3.0	5.0	-0.2	0	1.0	2.0	3.0	5.0	-0.2	0	1.0	1.0	0.0	1.0	1.0	0	1.0	1.0	0.0	1.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	5500020	493900	34.0	1.51852601741e-05	1.51852601741e-05	1.61976108524e-05	12.0	7.0	19.0	0.263157894737	1.31578947368	0.25134910881	12.0	7.0	19.0	0.263157894737	1.31578947368	0.25134910881	6.0	9.0	15.0	-0.2	0.6	0.438578026081	6.0	9.0	15.0	-0.2	0.6	0.438578026081	none	0	1	0	0	0	0	0	0	0	0	0	0
7	6000029	493591	26.0	7.09089104137e-06	1.62077509517e-05	1.36752898655e-05	6.0	13.0	19.0	-0.368421052632	2.57894736842	0.108293655899	6.0	13.0	19.0	-0.368421052632	2.57894736842	0.108293655899	3.0	6.0	9.0	-0.333333333333	0	1.0	3.0	6.0	9.0	-0.333333333333	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	6500077	492691	107.0	3.24747153896e-05	7.10384399147e-05	5.2771412508e-05	51.0	22.0	73.0	0.397260273973	11.5205479452	0.000688310978872	50.0	23.0	73.0	0.369863013699	9.98630136986	0.00157709057368	21.0	16.0	37.0	0.135135135135	0.675675675676	0.411079778723	20.0	17.0	37.0	0.0810810810811	0.243243243243	0.621873424331	123	0	0	0	0	0	0	0	0	0	0	1	0
7	7000007	492349	19.0	6.09323873919e-06	1.32020172682e-05	9.64762800371e-06	13.0	0.0	13.0	1.0	13.0	0.000311490976767	13.0	0.0	13.0	1.0	13.0	0.000311490976767	3.0	3.0	6.0	0.0	0	1.0	3.0	3.0	6.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	7500023	492466	21.0	9.13768666263e-06	1.21835822168e-05	1.06606344397e-05	8.0	4.0	12.0	0.333333333333	1.33333333333	0.24821307899	8.0	4.0	12.0	0.333333333333	1.33333333333	0.24821307899	8.0	1.0	9.0	0.777777777778	0	1.0	8.0	1.0	9.0	0.777777777778	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	8000130	492894	8.0	4.05766757153e-06	4.05766757153e-06	5.07208446441e-06	4.0	0.0	4.0	1.0	0	1.0	4.0	0.0	4.0	1.0	0	1.0	3.0	1.0	4.0	0.5	0	1.0	3.0	1.0	4.0	0.5	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	8500128	492488	14.0	6.09151898117e-06	7.1067721447e-06	7.61439872647e-06	7.0	1.0	8.0	0.75	0	1.0	8.0	0.0	8.0	1.0	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	6.0	1.0	7.0	0.714285714286	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	9000033	493000	13.0	2.02839756592e-06	1.01419878296e-05	6.08519269777e-06	10.0	1.0	11.0	0.818181818182	7.36363636364	0.00665560548295	10.0	1.0	11.0	0.818181818182	7.36363636364	0.00665560548295	1.0	1.0	2.0	0.0	0	1.0	1.0	1.0	2.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	9500019	492690	32.0	1.11632060728e-05	1.42077168199e-05	1.26854614463e-05	19.0	2.0	21.0	0.809523809524	13.7619047619	0.000207501594062	15.0	6.0	21.0	0.428571428571	3.85714285714	0.0495346134356	14.0	3.0	17.0	0.647058823529	7.11764705882	0.00763288178779	10.0	7.0	17.0	0.176470588235	0.529411764706	0.466854270823	none	0	1	0	0	0	0	0	0	0	0	0	0
7	10000000	492875	41.0	1.52168399696e-05	2.33324879533e-05	1.92746639615e-05	16.0	9.0	25.0	0.28	1.96	0.161513318468	16.0	9.0	25.0	0.28	1.96	0.161513318468	6.0	12.0	18.0	-0.333333333333	2.0	0.15729920705	6.0	12.0	18.0	-0.333333333333	2.0	0.15729920705	none	0	1	0	0	0	0	0	0	0	0	0	0
7	10500022	492918	14.0	3.04310250386e-06	5.07183750644e-06	4.05747000515e-06	6.0	3.0	9.0	0.333333333333	0	1.0	8.0	1.0	9.0	0.777777777778	0	1.0	1.0	6.0	7.0	-0.714285714286	0	1.0	3.0	4.0	7.0	-0.142857142857	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	11001576	494271	38.0	7.0811356523e-06	3.13593150316e-05	1.9220225342e-05	18.0	13.0	31.0	0.161290322581	0.806451612903	0.369171416333	18.0	13.0	31.0	0.161290322581	0.806451612903	0.369171416333	5.0	2.0	7.0	0.428571428571	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	11500081	491564	25.0	4.06864619866e-06	2.03432309933e-05	1.2205938596e-05	16.0	5.0	21.0	0.52380952381	5.7619047619	0.0163773083415	16.0	5.0	21.0	0.52380952381	5.7619047619	0.0163773083415	2.0	2.0	4.0	0.0	0	1.0	2.0	2.0	4.0	0.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	12000057	493467	49.0	3.03971694156e-06	4.25560371818e-05	2.38111160422e-05	35.0	11.0	46.0	0.521739130435	12.5217391304	0.000402244302061	36.0	10.0	46.0	0.565217391304	14.6956521739	0.000126337497299	4.0	2.0	6.0	0.333333333333	0	1.0	5.0	1.0	6.0	0.666666666667	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
7	12500110	493561	56.0	1.31695980841e-05	3.84957482459e-05	2.68457191715e-05	24.0	18.0	42.0	0.142857142857	0.857142857143	0.354539479774	23.0	19.0	42.0	0.0952380952381	0.380952380952	0.537093978443	6.0	11.0	17.0	-0.294117647059	1.47058823529	0.225252906361	5.0	12.0	17.0	-0.411764705882	2.88235294118	0.0895550744136	none	0	1	0	0	0	0	0	0	0	0	0	0
7	13000026	493044	29.0	9.12697446881e-06	1.82539489376e-05	1.36904617032e-05	9.0	11.0	20.0	-0.1	0.2	0.654720846019	10.0	10.0	20.0	0.0	0	1	5.0	5.0	10.0	0.0	0	1	6.0	4.0	10.0	0.2	0.4	0.527089256866	na	1	0	0	0	0	0	0	0	0	0	0	0
7	13500651	493385	70.0	2.02681475927e-05	3.95228878057e-05	3.09089250788e-05	23.0	25.0	48.0	-0.0416666666667	0.0833333333333	0.772829992684	28.0	20.0	48.0	0.166666666667	1.33333333333	0.24821307899	13.0	16.0	29.0	-0.103448275862	0.310344827586	0.577468662427	18.0	11.0	29.0	0.241379310345	1.68965517241	0.193646431269	none	0	1	0	0	0	0	0	0	0	0	0	0
7	14000137	493493	83.0	3.14087535183e-05	4.86329086735e-05	4.00208310959e-05	29.0	21.0	50.0	0.16	1.28	0.257899035292	29.0	21.0	50.0	0.16	1.28	0.257899035292	15.0	18.0	33.0	-0.0909090909091	0.272727272727	0.601508134441	15.0	18.0	33.0	-0.0909090909091	0.272727272727	0.601508134441	none	0	1	0	0	0	0	0	0	0	0	0	0
7	14500159	493057	33.0	3.04224460864e-06	2.94083645501e-05	1.62253045794e-05	29.0	1.0	30.0	0.933333333333	26.1333333333	3.18635546281e-07	30.0	0.0	30.0	1.0	30.0	4.32046305399e-08	2.0	2.0	4.0	0.0	0	1.0	3.0	1.0	4.0	0.5	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
