#chrom	coord	total	dtotal	T12	T34	T1234	DFO_left	DFO_right	DFO_total	DFO_stat	DFO_chisq	DFO_Pvalue	DIL_left	DIL_right	DIL_total	DIL_stat	DIL_chisq	DIL_Pvalue	DFI_left	DFI_right	DFI_total	DFI_stat	DFI_chisq	DFI_Pvalue	DOL_left	DOL_right	DOL_total	DOL_stat	DOL_chisq	DOL_Pvalue	introgression	introgna	intrognone	introg13	introg14	introg23	introg24	introg31	introg41	introg32	introg42	introg123	introg124
10	500069	496937	3869.0	0.00160181270463	0.00197107480425	0.0018095855209	615.0	1507.0	2122.0	-0.420358152686	374.959472196	0.0	598.0	1524.0	2122.0	-0.436380772856	404.088595664	0.0	1564.0	298.0	1862.0	0.679914070892	860.771213749	0.0	1547.0	315.0	1862.0	0.661654135338	815.157894737	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	1000098	496892	3574.0	0.00151944486931	0.00182534635293	0.00169252070873	575.0	1350.0	1925.0	-0.402597402597	312.012987013	0.0	574.0	1351.0	1925.0	-0.403636363636	313.625454545	0.0	1439.0	293.0	1732.0	0.661662817552	758.265588915	0.0	1438.0	294.0	1732.0	0.660508083141	755.621247113	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	1500007	497270	3365.0	0.00140969694532	0.00176463490659	0.00161531964526	508.0	1317.0	1825.0	-0.443287671233	358.619726027	0.0	492.0	1333.0	1825.0	-0.460821917808	387.551232877	0.0	1378.0	208.0	1586.0	0.737704918033	863.114754098	0.0	1362.0	224.0	1586.0	0.717528373266	816.547288777	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	2000110	497160	3378.0	0.00140498028804	0.00174189395768	0.00158449995977	464.0	1355.0	1819.0	-0.48982957669	436.438152831	0.0	456.0	1363.0	1819.0	-0.498625618472	452.253435954	0.0	1380.0	235.0	1615.0	0.708978328173	811.780185759	0.0	1372.0	243.0	1615.0	0.69907120743	789.251393189	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	2500087	497874	4133.0	0.00174843434283	0.0020667879825	0.00195481186003	694.0	1547.0	2241.0	-0.380633645694	324.680499777	0.0	657.0	1584.0	2241.0	-0.413654618474	383.457831325	0.0	1660.0	377.0	2037.0	0.629847815415	808.094747177	0.0	1623.0	414.0	2037.0	0.59351988218	717.565537555	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	3000068	497833	4150.0	0.00169434328379	0.00201674055356	0.00191479873773	845.0	1470.0	2315.0	-0.269978401728	168.73650108	0.0	703.0	1612.0	2315.0	-0.392656587473	356.924838013	0.0	1671.0	396.0	2067.0	0.616835994194	786.465892598	0.0	1529.0	538.0	2067.0	0.479438800194	475.123850992	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	3500035	497721	4191.0	0.00169874287	0.00204833631693	0.00194888300875	871.0	1515.0	2386.0	-0.269907795474	173.820620285	0.0	749.0	1637.0	2386.0	-0.372170997485	330.487845767	0.0	1621.0	444.0	2065.0	0.569975786925	670.861501211	0.0	1499.0	566.0	2065.0	0.45181598063	421.544309927	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	4000147	497153	3948.0	0.00169263788009	0.00184450259779	0.00186210281342	808.0	1348.0	2156.0	-0.250463821892	135.250463822	0.0	704.0	1452.0	2156.0	-0.34693877551	259.510204082	0.0	1582.0	450.0	2032.0	0.557086614173	630.622047244	0.0	1478.0	554.0	2032.0	0.454724409449	420.165354331	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	4500069	496989	3886.0	0.00157548758624	0.00182499009032	0.00177368110763	836.0	1357.0	2193.0	-0.237574099407	123.776105791	0.0	702.0	1491.0	2193.0	-0.359781121751	283.867305062	0.0	1495.0	480.0	1975.0	0.513924050633	521.632911392	0.0	1361.0	614.0	1975.0	0.378227848101	282.536202532	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	5000163	497792	4001.0	0.00165330097711	0.00194056955516	0.00186925462844	867.0	1388.0	2255.0	-0.231042128603	120.372949002	0.0	768.0	1487.0	2255.0	-0.318847006652	229.250997783	0.0	1594.0	355.0	1949.0	0.635710620831	787.64545921	0.0	1495.0	454.0	1949.0	0.53412006157	556.018984094	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	5500003	497189	4379.0	0.0017086057817	0.00218830263743	0.00204097435784	973.0	1582.0	2555.0	-0.238356164384	145.15890411	0.0	863.0	1692.0	2555.0	-0.32446183953	268.978864971	0.0	1634.0	434.0	2068.0	0.580270793037	696.324951644	0.0	1524.0	544.0	2068.0	0.473887814313	464.410058027	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	6000049	497433	3762.0	0.00159820518542	0.00186356755583	0.00175802570396	737.0	1279.0	2016.0	-0.268849206349	145.716269841	0.0	676.0	1340.0	2016.0	-0.329365079365	218.698412698	0.0	1547.0	318.0	1865.0	0.658981233244	809.887935657	0.0	1486.0	379.0	1865.0	0.593565683646	657.077211796	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	6500020	497172	4298.0	0.00182431834456	0.00198522845213	0.00198723982847	896.0	1452.0	2348.0	-0.236797274276	131.659284497	0.0	742.0	1606.0	2348.0	-0.36797274276	317.928449744	0.0	1763.0	471.0	2234.0	0.578334825425	747.208594449	0.0	1609.0	625.0	2234.0	0.440465532677	433.418084154	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	7000008	497446	4051.0	0.0016866152306	0.00197810415603	0.00192282177362	845.0	1439.0	2284.0	-0.260070052539	154.481611208	0.0	740.0	1544.0	2284.0	-0.352014010508	283.019264448	0.0	1544.0	440.0	1984.0	0.556451612903	614.322580645	0.0	1439.0	545.0	1984.0	0.45060483871	402.840725806	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	7500084	496089	3762.0	0.00156221968236	0.00184341922518	0.00175623728807	710.0	1407.0	2117.0	-0.329239489844	229.479924421	0.0	665.0	1452.0	2117.0	-0.371752479924	292.569201701	0.0	1405.0	443.0	1848.0	0.520562770563	500.781385281	0.0	1360.0	488.0	1848.0	0.471861471861	411.463203463	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	8000401	497976	3894.0	0.00160851125355	0.0019870435523	0.00183994810995	752.0	1442.0	2194.0	-0.314494074749	217.000911577	0.0	671.0	1523.0	2194.0	-0.388331814038	330.858705561	0.0	1512.0	353.0	1865.0	0.62144772118	720.257908847	0.0	1431.0	434.0	1865.0	0.534584450402	532.980697051	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	8500108	497577	3999.0	0.00165502022803	0.00202079276172	0.0018740818004	825.0	1472.0	2297.0	-0.281671745755	182.241619504	0.0	692.0	1605.0	2297.0	-0.397474967349	362.894645189	0.0	1588.0	337.0	1925.0	0.64987012987	812.987532468	0.0	1455.0	470.0	1925.0	0.511688311688	504.012987013	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	9000099	497246	4521.0	0.00183008008109	0.00212671394038	0.00204476255214	977.0	1527.0	2504.0	-0.2196485623	120.806709265	0.0	785.0	1719.0	2504.0	-0.373003194888	348.384984026	0.0	1887.0	438.0	2325.0	0.623225806452	903.054193548	0.0	1695.0	630.0	2325.0	0.458064516129	487.838709677	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	9500051	497661	4342.0	0.00175018737655	0.0020526020725	0.00194359212396	982.0	1463.0	2445.0	-0.19672801636	94.6261758691	0.0	728.0	1717.0	2445.0	-0.404498977505	400.049488753	0.0	1860.0	369.0	2229.0	0.668909825034	997.344549125	0.0	1606.0	623.0	2229.0	0.441004934948	433.507851054	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	10000013	497872	4297.0	0.00179363370505	0.00212002281711	0.00205926422856	832.0	1582.0	2414.0	-0.310687655344	233.015741508	0.0	725.0	1689.0	2414.0	-0.399337199669	384.961060481	0.0	1681.0	423.0	2104.0	0.597908745247	752.169201521	0.0	1574.0	530.0	2104.0	0.496197718631	518.030418251	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	10500022	497837	4391.0	0.00174856428911	0.00219148034397	0.00204936555539	941.0	1611.0	2552.0	-0.262539184953	175.901253918	0.0	906.0	1646.0	2552.0	-0.289968652038	214.576802508	0.0	1562.0	504.0	2066.0	0.512100677638	541.802516941	0.0	1527.0	539.0	2066.0	0.478218780252	472.480154889	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	11000024	497255	4068.0	0.00160581592945	0.0020170737348	0.001916018944	835.0	1510.0	2345.0	-0.287846481876	194.296375267	0.0	786.0	1559.0	2345.0	-0.329637526652	254.809808102	0.0	1379.0	563.0	1942.0	0.420185375901	342.871266735	0.0	1330.0	612.0	1942.0	0.369721936148	265.460350154	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	11500049	497341	4176.0	0.00168294992772	0.0020991633507	0.00203683187189	798.0	1595.0	2393.0	-0.333054743	265.444630171	0.0	796.0	1597.0	2393.0	-0.334726284998	268.115754283	0.0	1448.0	529.0	1977.0	0.464845725847	427.193222054	0.0	1446.0	531.0	1977.0	0.46282245827	423.482549317	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	12000154	497484	4224.0	0.00170055720385	0.00209252960899	0.00201614524286	835.0	1575.0	2410.0	-0.307053941909	227.219917012	0.0	741.0	1669.0	2410.0	-0.385062240664	357.337759336	0.0	1471.0	579.0	2050.0	0.43512195122	388.128780488	0.0	1377.0	673.0	2050.0	0.343414634146	241.763902439	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	12500068	497711	3940.0	0.00164955164744	0.00200116131651	0.00188563242524	704.0	1490.0	2194.0	-0.358249772106	281.584320875	0.0	674.0	1520.0	2194.0	-0.385597082954	326.215132179	0.0	1460.0	452.0	1912.0	0.52719665272	531.414225941	0.0	1430.0	482.0	1912.0	0.495815899582	470.033472803	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	13000024	498140	4078.0	0.00166720199141	0.0020827478219	0.00193519894006	743.0	1604.0	2347.0	-0.366851299531	315.858968896	0.0	732.0	1615.0	2347.0	-0.376224968044	332.206646783	0.0	1483.0	429.0	1912.0	0.551255230126	581.023012552	0.0	1472.0	440.0	1912.0	0.539748953975	557.020920502	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	13500036	496819	3957.0	0.00159112272276	0.00189505634849	0.00182863376803	782.0	1453.0	2235.0	-0.300223713647	201.450111857	0.0	745.0	1490.0	2235.0	-0.333333333333	248.333333333	0.0	1413.0	554.0	1967.0	0.436705643111	375.130147433	0.0	1376.0	591.0	1967.0	0.399084900864	313.281647178	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	14000015	497396	4342.0	0.00170688948041	0.00216326629084	0.00208485794015	927.0	1582.0	2509.0	-0.26106018334	170.994420088	0.0	816.0	1693.0	2509.0	-0.34954165006	306.548027102	0.0	1560.0	548.0	2108.0	0.480075901328	485.836812144	0.0	1449.0	659.0	2108.0	0.374762808349	296.062618596	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	14500028	497322	4896.0	0.00197960275234	0.0022590997382	0.00224804050494	1001.0	1793.0	2794.0	-0.283464566929	224.503937008	0.0	959.0	1835.0	2794.0	-0.313528990694	274.651395848	0.0	1763.0	717.0	2480.0	0.421774193548	441.175806452	0.0	1721.0	759.0	2480.0	0.387903225806	373.162903226	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	15000002	496986	4615.0	0.00175357052311	0.00226666344726	0.00213688111939	1032.0	1723.0	2755.0	-0.250816696915	173.314337568	0.0	1015.0	1740.0	2755.0	-0.263157894737	190.789473684	0.0	1527.0	654.0	2181.0	0.400275103164	349.440165062	0.0	1510.0	671.0	2181.0	0.384685923888	322.751490142	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	15500064	497197	4507.0	0.00189763815952	0.00201328648403	0.00205401480701	986.0	1441.0	2427.0	-0.187474248043	85.3007828595	0.0	840.0	1587.0	2427.0	-0.307787391842	229.917181706	0.0	1844.0	544.0	2388.0	0.544388609715	707.70519263	0.0	1698.0	690.0	2388.0	0.422110552764	425.487437186	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
10	16001024	498476	3883.0	0.00159586419406	0.00187371107135	0.00181302610356	714.0	1435.0	2149.0	-0.335504885993	241.899022801	0.0	627.0	1522.0	2149.0	-0.416472778036	372.743136342	0.0	1528.0	399.0	1927.0	0.585884795018	661.463933576	0.0	1441.0	486.0	1927.0	0.495588998443	473.287493513	0.0	none	0	1	0	0	0	0	0	0	0	0	0	0
