#chrom	coord	total	dtotal	T12	T34	T1234	DFO_left	DFO_right	DFO_total	DFO_stat	DFO_chisq	DFO_Pvalue	DIL_left	DIL_right	DIL_total	DIL_stat	DIL_chisq	DIL_Pvalue	DFI_left	DFI_right	DFI_total	DFI_stat	DFI_chisq	DFI_Pvalue	DOL_left	DOL_right	DOL_total	DOL_stat	DOL_chisq	DOL_Pvalue	introgression	introgna	intrognone	introg13	introg14	introg23	introg24	introg31	introg41	introg32	introg42	introg123	introg124
18	500061	492205	51.0	1.62533903556e-05	3.35226176085e-05	2.59038408793e-05	23.0	10.0	33.0	0.393939393939	5.12121212121	0.0236351019828	23.0	10.0	33.0	0.393939393939	5.12121212121	0.0236351019828	14.0	4.0	18.0	0.555555555556	5.55555555556	0.0184221254541	14.0	4.0	18.0	0.555555555556	5.55555555556	0.0184221254541	none	0	1	0	0	0	0	0	0	0	0	0	0
18	1000058	493118	25.0	6.08373654987e-06	1.7237253558e-05	1.16604950539e-05	13.0	6.0	19.0	0.368421052632	2.57894736842	0.108293655899	12.0	7.0	19.0	0.263157894737	1.31578947368	0.25134910881	6.0	1.0	7.0	0.714285714286	0	1.0	5.0	2.0	7.0	0.428571428571	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
18	1500020	492908	14.0	0.0	1.42014331275e-05	7.10071656374e-06	14.0	0.0	14.0	1.0	14.0	0.000182810632982	14.0	0.0	14.0	1.0	14.0	0.000182810632982	0.0	0.0	0.0	0	0	1.0	0.0	0.0	0.0	0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
18	2000037	492239	10.0	4.06306692481e-06	5.07883365601e-06	4.57095029041e-06	1.0	5.0	6.0	-0.666666666667	0	1.0	1.0	5.0	6.0	-0.666666666667	0	1.0	4.0	0.0	4.0	1.0	0	1.0	4.0	0.0	4.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
18	2500003	491994	12.0	3.04881766851e-06	9.14645300552e-06	6.09763533702e-06	5.0	4.0	9.0	0.111111111111	0	1.0	5.0	4.0	9.0	0.111111111111	0	1.0	3.0	0.0	3.0	1.0	0	1.0	3.0	0.0	3.0	1.0	0	1.0	na	1	0	0	0	0	0	0	0	0	0	0	0
18	3000030	492346	35.0	1.52331896674e-05	1.82798276009e-05	1.67565086342e-05	12.0	8.0	20.0	0.2	0.8	0.371093369523	14.0	6.0	20.0	0.4	3.2	0.0736382701203	7.0	10.0	17.0	-0.176470588235	0.529411764706	0.466854270823	9.0	8.0	17.0	0.0588235294118	0.0588235294118	0.808365155915	none	0	1	0	0	0	0	0	0	0	0	0	0
18	3500051	492649	28.0	1.11641351145e-05	1.31939778625e-05	1.31939778625e-05	9.0	7.0	16.0	0.125	0.25	0.617075077452	8.0	8.0	16.0	0.0	0	1	7.0	6.0	13.0	0.0769230769231	0.0769230769231	0.781511294999	6.0	7.0	13.0	-0.0769230769231	0.0769230769231	0.781511294999	na	1	0	0	0	0	0	0	0	0	0	0	0
18	4000097	492464	30.0	9.1377237727e-06	1.82754475454e-05	1.37065856591e-05	13.0	7.0	20.0	0.3	1.8	0.179712494879	12.0	8.0	20.0	0.2	0.8	0.371093369523	6.0	5.0	11.0	0.0909090909091	0.0909090909091	0.763024600553	5.0	6.0	11.0	-0.0909090909091	0.0909090909091	0.763024600553	none	0	1	0	0	0	0	0	0	0	0	0	0
18	4500062	493236	93.0	2.23016973619e-05	6.18365245035e-05	4.40965379656e-05	49.0	18.0	67.0	0.462686567164	14.3432835821	0.000152322119448	49.0	18.0	67.0	0.462686567164	14.3432835821	0.000152322119448	13.0	17.0	30.0	-0.133333333333	0.533333333333	0.465208818452	13.0	17.0	30.0	-0.133333333333	0.533333333333	0.465208818452	123	0	0	0	0	0	0	0	0	0	0	1	0
18	5000071	492320	26.0	1.01559961001e-05	1.11715957101e-05	1.06637959051e-05	10.0	6.0	16.0	0.25	1.0	0.317310507863	11.0	5.0	16.0	0.375	2.25	0.133614402538	3.0	10.0	13.0	-0.538461538462	3.76923076923	0.0522036353413	4.0	9.0	13.0	-0.384615384615	1.92307692308	0.165517858697	none	0	1	0	0	0	0	0	0	0	0	0	0
